entity,code,year_value,other_portion,alcohol_portion,sugar_portion,dairy_eggs_portion,fruit_vegetables_portion,starchy_roots_portion,pulses_portion,cereals_grains_portion,oils_fats_portion,meat_portion,total_kilocalories,share_obese_adults
Myanmar,MMR,1985,0.004204204204204204,0.0024024024024024023,0.04084084084084084,0.017417417417417418,0.034834834834834835,0.010810810810810811,0.042042042042042045,0.6438438438438439,0.15975975975975976,0.04384384384384384,1665,0.8
Myanmar,MMR,1986,0.004278728606356968,0.0024449877750611247,0.044009779951100246,0.017114914425427872,0.037897310513447434,0.009168704156479218,0.04828850855745721,0.6246943765281173,0.16625916870415647,0.04584352078239609,1636,0.8
Myanmar,MMR,1987,0.004291845493562232,0.002452483139178418,0.043531575720416923,0.017167381974248927,0.03862660944206009,0.008583690987124463,0.041692213366033105,0.6407112201103617,0.15818516247700798,0.04475781729000613,1631,0.9
Myanmar,MMR,1988,0.0038071065989847717,0.0012690355329949238,0.0450507614213198,0.01903553299492386,0.03934010152284264,0.006979695431472081,0.04251269035532995,0.6453045685279187,0.15038071065989847,0.04631979695431472,1576,0.9
Myanmar,MMR,1989,0.006798096532970768,0.0013596193065941536,0.046227056424201225,0.014276002719238613,0.04078857919782461,0.006118286879673691,0.02991162474507138,0.6784500339904826,0.13120326308633581,0.04486743711760707,1471,1
Myanmar,MMR,1990,0.005306603773584905,0.0005896226415094339,0.04481132075471698,0.012971698113207548,0.0330188679245283,0.005306603773584905,0.03125,0.6786556603773585,0.15625,0.031839622641509434,1696,1.1
Myanmar,MMR,1991,0.002955082742316785,0.000591016548463357,0.04550827423167849,0.014184397163120567,0.03486997635933806,0.00591016548463357,0.030141843971631204,0.6885342789598109,0.1453900709219858,0.031914893617021274,1692,1.1
Myanmar,MMR,1992,0.0029533372711163615,0.0017720023626698169,0.04311872415829888,0.014176018901358535,0.03662138216184288,0.005316007088009451,0.034258712344949795,0.6916715888954519,0.13762551683402244,0.032486709982279975,1693,1.2
Myanmar,MMR,1993,0.0034542314335060447,0.0017271157167530224,0.04087507196315487,0.013816925734024179,0.03684513529073115,0.0057570523891767415,0.03914795624640184,0.6781807714450202,0.1473805411629246,0.03281519861830743,1737,1.3
Myanmar,MMR,1996,0.0050335570469798654,0.0022371364653243847,0.04809843400447427,0.015659955257270694,0.03747203579418344,0.006711409395973154,0.03243847874720358,0.6868008948545862,0.1297539149888143,0.035794183445190156,1788,1.5
Myanmar,MMR,1997,0.004891304347826087,0.002173913043478261,0.05543478260869565,0.015217391304347827,0.03858695652173913,0.007065217391304348,0.03641304347826087,0.675,0.12717391304347825,0.03804347826086957,1840,1.6
Myanmar,MMR,1998,0.004899292324442025,0.001633097441480675,0.05443658138268917,0.014697876973326075,0.04137180185084377,0.007076755579749592,0.037016875340228635,0.6728361458900382,0.12738160043549265,0.038649972781709306,1837,1.7
Myanmar,MMR,1999,0.004357298474945534,0.0016339869281045752,0.058823529411764705,0.01579520697167756,0.04520697167755991,0.007625272331154684,0.032679738562091505,0.6813725490196079,0.11274509803921569,0.039760348583877995,1836,1.8
Myanmar,MMR,2000,0.004188481675392671,0.002617801047120419,0.05759162303664921,0.016230366492146597,0.043455497382198956,0.007853403141361256,0.03821989528795811,0.6701570680628273,0.11570680628272251,0.04397905759162304,1910,1.9
Myanmar,MMR,2001,0.0061318344404701075,0.0025549310168625446,0.06591722023505366,0.015329586101175269,0.044966785896780784,0.008686765457332652,0.03832396525293817,0.6571282575370465,0.114460909555442,0.04649974450689831,1957,2
Myanmar,MMR,2002,0.007992007992007992,0.0014985014985014985,0.06243756243756244,0.015484515484515484,0.046453546453546456,0.00949050949050949,0.038461538461538464,0.6473526473526473,0.11688311688311688,0.053946053946053944,2002,2.2
Myanmar,MMR,2003,0.006319883325230919,0.0014584346135148275,0.06465726786582401,0.018959649975692758,0.047642197374817695,0.010209042294603793,0.04083616917841517,0.63441905687895,0.11570247933884298,0.05979581915410792,2057,2.3
Myanmar,MMR,2004,0.006688963210702341,0.0019111323459149545,0.06497849976110846,0.020544672718585764,0.049689440993788817,0.011466794075489728,0.045389393215480175,0.6034400382226469,0.12374581939799331,0.07214524605828954,2093,2.5
Myanmar,MMR,2005,0.008423022929340197,0.0014038371548900327,0.062236780533458116,0.021993448759943846,0.048198408984557795,0.012166588675713618,0.04632662611137108,0.5933551708001872,0.1254094525035096,0.08048666354702855,2137,2.7
Myanmar,MMR,2006,0.009968282736746714,0.001359311282283643,0.06298142274580878,0.022655188038060717,0.051653828726778435,0.012686905301314002,0.046216583597643864,0.581332125056638,0.12097870412324423,0.09016764839148166,2207,2.9
Myanmar,MMR,2007,0.010517090271691499,0.0013146362839614374,0.0740578439964943,0.02366345311130587,0.050394390885188434,0.014022787028921999,0.04688869412795793,0.5486415425065732,0.13365468886941279,0.09684487291849254,2282,3.1
Myanmar,MMR,2008,0.008431703204047217,0.0012647554806070826,0.07293423271500843,0.024451939291736932,0.049325463743676225,0.01517706576728499,0.047217537942664416,0.5362563237774031,0.1412310286677909,0.10370994940978077,2372,3.3
Myanmar,MMR,2009,0.010810810810810811,0.0012474012474012475,0.06985446985446986,0.02785862785862786,0.048232848232848236,0.01787941787941788,0.0577962577962578,0.5043659043659043,0.14760914760914762,0.11434511434511435,2405,3.6
Myanmar,MMR,2010,0.0108,0.0016,0.0648,0.0284,0.048,0.0196,0.0596,0.5016,0.1436,0.122,2500,3.8
Myanmar,MMR,2011,0.011062821019359936,0.0019755037534571317,0.06558672461477677,0.029632556301856974,0.050967996839193994,0.02133544053733702,0.05768470960094824,0.4954563413670486,0.13868036349269064,0.1276175424733307,2531,4.1
Myanmar,MMR,2012,0.012085769980506823,0.0027290448343079924,0.06549707602339182,0.028460038986354776,0.04873294346978557,0.01949317738791423,0.056140350877192984,0.5138401559454191,0.12826510721247564,0.12475633528265107,2565,4.4
Myanmar,MMR,2013,0.010112796577207312,0.0031116297160637884,0.06378840917930766,0.029171528588098017,0.049786075457020615,0.019447685725398678,0.051341890315052506,0.5196421625826526,0.1295215869311552,0.12407623492804357,2571,4.7
Afghanistan,AFG,1975,0.0029069767441860465,0,0.019258720930232558,0.038517441860465115,0.03125,0.010174418604651164,0.007630813953488372,0.8088662790697675,0.04614825581395349,0.035247093023255814,2752,0.4
Afghanistan,AFG,1976,0.003895184135977337,0,0.019830028328611898,0.037889518413597736,0.028328611898016998,0.018413597733711047,0.007790368271954674,0.7988668555240793,0.046742209631728045,0.03824362606232295,2824,0.4
Afghanistan,AFG,1977,0.00562474889513861,0,0.023302531137002813,0.038569706709521895,0.02129369224588188,0.01124949779027722,0.008838891120932101,0.7991161108879068,0.047810365608678185,0.0441944556046605,2489,0.5
Afghanistan,AFG,1978,0.0064860740175505536,0,0.02327355971003434,0.03662724151087371,0.02479969477298741,0.013353681800839375,0.008393742846241892,0.801983975581839,0.042731781762686,0.04235024799694773,2621,0.5
Afghanistan,AFG,1979,0.0034338038916444107,0,0.026325829835940482,0.037390309042350245,0.022510492178557804,0.013735215566577643,0.008393742846241892,0.7962609690957649,0.04959938954597482,0.04235024799694773,2621,0.5
Zimbabwe,ZWE,1975,0.0035335689045936395,0.03401060070671378,0.0887809187279152,0.04372791519434629,0.011925795053003533,0.012367491166077738,0.012367491166077738,0.6426678445229682,0.12279151943462897,0.02782685512367491,2264,3
Zimbabwe,ZWE,1976,0.004801396769969445,0.03622872108249672,0.08817110432125709,0.044085552160628545,0.01178524661719773,0.012221737232649499,0.012221737232649499,0.6289829768659974,0.1326931470973374,0.028808380619816675,2291,3.2
Zimbabwe,ZWE,1977,0.0039079461571862786,0.026487190620929222,0.07815892314372558,0.04515848892748589,0.011723838471558836,0.011723838471558836,0.013460703430308293,0.6552323056882328,0.12592270950933565,0.02822405557967868,2303,3.3
Zimbabwe,ZWE,1978,0.00394045534150613,0.028458844133099823,0.0669877408056042,0.04203152364273205,0.011821366024518389,0.011821366024518389,0.009632224168126095,0.6746935201401051,0.12302977232924693,0.027583187390542906,2284,3.4
Zimbabwe,ZWE,1979,0.003992901508429458,0.027506654835847383,0.07630878438331855,0.04214729370008873,0.011535048802129548,0.011978704525288377,0.011535048802129548,0.6512866015971606,0.13930789707187222,0.024401064773735583,2254,3.6
Zimbabwe,ZWE,1980,0.004357298474945534,0.03093681917211329,0.07450980392156863,0.03965141612200436,0.011764705882352941,0.012200435729847494,0.010893246187363835,0.6610021786492375,0.1259259259259259,0.02875816993464052,2295,3.8
Zimbabwe,ZWE,1981,0.0027002700270027003,0.034203420342034205,0.08820882088208822,0.0387038703870387,0.012151215121512151,0.010351035103510351,0.0067506750675067504,0.6458145814581459,0.12961296129612962,0.0315031503150315,2222,3.9
Zimbabwe,ZWE,1982,0.0035971223021582736,0.03776978417266187,0.10116906474820143,0.03776978417266187,0.011690647482014389,0.012140287769784174,0.023381294964028777,0.627248201438849,0.11241007194244604,0.03282374100719424,2224,4.1
Zimbabwe,ZWE,1983,0.002748511223087494,0.03939532753092075,0.10581768208886853,0.03710490151168117,0.011910215300045808,0.013284470911589555,0.022904260192395786,0.6174988547869904,0.119560238204306,0.02977553825011452,2183,4.3
Zimbabwe,ZWE,1984,0.003283302063789869,0.04174484052532833,0.10365853658536585,0.03517823639774859,0.01172607879924953,0.0150093808630394,0.021575984990619138,0.6346153846153846,0.10694183864915573,0.02626641651031895,2132,4.4
Zimbabwe,ZWE,1985,0.0019166267369429804,0.0392908481073311,0.10637278390033542,0.0340201245807379,0.011499760421657882,0.015333013895543843,0.022999520843315763,0.6157163392429325,0.12697652132247245,0.025874460948730235,2087,4.6
Zimbabwe,ZWE,1986,0.0038929440389294406,0.043795620437956206,0.10851581508515815,0.03260340632603406,0.01167883211678832,0.015571776155717762,0.019464720194647202,0.624330900243309,0.11338199513381995,0.0267639902676399,2055,4.8
Zimbabwe,ZWE,1987,0.003472222222222222,0.031746031746031744,0.10615079365079365,0.033234126984126984,0.011904761904761904,0.015376984126984126,0.018849206349206348,0.6294642857142857,0.12301587301587301,0.026785714285714284,2016,5.1
Zimbabwe,ZWE,1988,0.004388103364212579,0.03169185763042418,0.10433934666016577,0.03022915650901999,0.01218917601170161,0.015114578254509995,0.01803998049731838,0.605558264261336,0.15212091662603608,0.026328620185275476,2051,5.3
